name,description,paralog
group_1440,hypothetical protein,1
spxB_2~~~spxB~~~spxB_1,pyruvate oxidasePyruvate oxidasepyruvate oxidaseAcetolactate synthasepyruvate oxidaseThiamine pyrophosphate enzyme C-terminal TPP binding domain,1
glnP_1~~~glnH~~~yecS_4~~~glnP_2, amino acid-binding protein/permease proteinGlutamine transport system permease protein glnPglutamine ABC transporter permease proteinABC-type amino acid transport system permease componentectoine/hydroxyectoine ABC transporter permease protein EhuDBacterial extracellular solute-binding proteins family 3,1
pspA~~~pspC2~~~lytA_1~~~lytA_4~~~lytB_2~~~pspA_2~~~cbpA_1~~~cbpA~~~lytA_5~~~bag~~~cbpA_2~~~pspA_1~~~lytB_1~~~lytA_8~~~lytA_6~~~lytB_4~~~lytB_5,choline-binding surface protein AToxin ABeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,0
group_4758,surface protein (fragment)gram-positive signal peptide YSIRK familyYSIRK type signal peptide,1
sorC~~~sorC_2~~~deoR_1~~~sorC_1,transcriptional regulatorSor operon activatortranscriptional regulator LsrRTranscriptional regulator contains sigma factor-related N-terminal domainPutative sugar-binding domain,0
prkC,Stk1Serine/threonine-protein kinase PrkCserine/threonine-protein kinasePredicted ATPaseTOMM system kinase/cyclase fusion proteinProtein kinase domain,0
group_1223,bacteriophage pi2 protein 38,0
nanE2_1~~~nanE2~~~nanE2_2~~~~~~panT_1~~~panT_2~~~nanE2_3~~~nanE~~~panT,mobile genetic elementTransposase and inactivated derivatives,1
peb1A~~~peb1A_1~~~peb1A_2,glutamine ABC transporter substrate-binding protein/Major cell binding factorbifunctional adhesin/ABC transporter aspartate/glutamate-binding protein,1
rep1,replication proteinProtein involved in initiation of plasmid replicationInitiator Replication protein,0
group_4826,Pseudouridylate synthases 23S RNA-specific37-kD nucleoid-associated bacterial protein,0
group_4207,family proteinhypothetical proteinhypothetical proteinUncharacterised protein family (UPF0154),1
group_1324,Tn5253 hypothetical proteinType IV secretory pathway VirB4 components,0
tyrS,tyrosine--tRNA ligaseTyrosine--tRNA ligasetyrosyl-tRNA synthetaseTyrosyl-tRNA synthetasetyrosine--tRNA ligasetRNA synthetases class I (W and Y),1
fsaA,fructose-6-phosphate aldolaseFructose-6-phosphate aldolase 1fructose-6-phosphate aldolaseTransaldolasefructose-6-phosphate aldolaseTransaldolase,1
group_2082,phage protein,0
potD_1~~~~~~potD_2,iron ABC transporter iron-binding proteinSpermidine/putrescine-binding periplasmic protein precursor2-aminoethylphosphonate ABC transporter substrate-binding proteinABC-type thiamine transport system periplasmic componentputative 2-aminoethylphosphonate ABC transporter periplasmic 2-aminoethylphosphonate-binding protein,1
group_2719,hypothetical protein,0
group_3725,hypothetical protein,0
group_2156,type I restriction-modification system R subunit,1
group_4386,GlpG protein (membrane protein of glp regulon)hypothetical protein5-formyltetrahydrofolate cyclo-ligase family protein5-formyltetrahydrofolate cyclo-ligase5-formyltetrahydrofolate cyclo-ligase family,1
fucK~~~fucK_2~~~rhaB~~~fucK_1,L-fuculose kinase fucKRhamnulokinaserhamnulokinaseL-rhamnose isomeraserhamnulokinase,1
group_3845,Plasmid recombination enzymePlasmid recombination enzyme,0
IS1167truncation~~~gatC_2,IS1167 transposaseTransposase and inactivated derivativesTransposase,1
mglA~~~xylG~~~ybhF_2,ABC transporter ATP-binding proteinGalactose/methyl galactoside import ATP-binding protein MglAxylose transporter ATP-binding subunitABC-type Na+ transport system ATPase componentD-xylose ABC transporter ATP-binding proteinABC transporter,0
group_510,glycerol phosphotransferase WchXCDP-glycerol:poly(glycerophosphate) glycerophosphotransferaseCDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase,0
dexB_1,glucan 16-alpha-glucosidaseGlucan 16-alpha-glucosidasetrehalose-6-phosphate hydrolaseMaltooligosyl trehalose synthasealphaalpha-phosphotrehalaseAlpha amylase catalytic domain,0
PTSEIIB_2~~~PTSEIIB~~~PTSEIIB_1,phosphotransferase system sugar-specific EIIB componentEIIAB-ManPTS system mannose-specific transporter subunits IIABPhosphotransferase system mannose/fructose/N-acetylgalactosamine-specific component IIBPTS system mannose/fructose/sorbose family IIB componentPTS system sorbose subfamily IIB component,1
murD~~~murD_1~~~murD_2,MurD D-glutamic acid adding enzymeUDP-N-acetylmuramoylalanine--D-glutamate ligaseUDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetaseUDP-N-acetylmuramoylalanine--D-glutamate ligaseMur ligase middle domain,0
group_2688,IS1239 transposaseanthranilate synthase component ITransposase and inactivated derivatives IS30 familyanthranilate synthase component IIntegrase core domain,1
blpC,peptide pheromone BlpC (bacteriocin-like peptide)COMC family,0
rplU,50S ribosomal protein L2150S ribosomal protein L2150S ribosomal protein L21ribosomal protein L21Ribosomal prokaryotic L21 protein,1
group_2827,phage protein,1
group_4995,extracellular solute-binding proteinMaltose-binding periplasmic proteins/domainsDomain of unknown function (DUF3502),1
aqpZ2_2~~~pfbA_1~~~fhs1,alpha/beta fold family hydrolaseAlpha/beta hydrolase family,1
IS1381truncation~~~gatC_2~~~gatC_1~~~gatC_3~~~yjjP_2~~~yjjP_1~~~IS1381truncation_1~~~infB_1,IS1381 transposase orf A,1
gtfA_1~~~gtfA~~~gtfA_2,sucrose phosphorylaseSucrose phosphorylasesucrose phosphorylasesucrose phosphorylase,0
IS1381truncation~~~gatC_2~~~gatC_1~~~gatC_3~~~yjjP_2~~~yjjP_1~~~IS1381truncation_1~~~infB_1,mobile genetic element,1
IS1381truncation~~~gatC_2~~~gatC_1~~~gatC_3~~~yjjP_2~~~yjjP_1~~~IS1381truncation_1~~~infB_1,PTS system IIC component GatCgalactitol-specific IIC componentPTS system galactitol-specific EIIC componentPTS system galactitol-specific transporter subunit IIAPTS system galactitol-specific IIC componentPTS system sugar-specific permease component,1
group_1152,hypothetical protein,0
IS1381truncation~~~gatC_2~~~gatC_1~~~gatC_3~~~yjjP_2~~~yjjP_1~~~IS1381truncation_1~~~infB_1,IS1381 transposase OrfADivergent AAA domain,1
group_552,acetyltransferaseputative acetyltransferasePredicted acetyltransferaseribosomal-protein-alanine acetyltransferaseAcetyltransferase (GNAT) family,0
patB~~~patB_2~~~patB_1,L-cysteine desulfhydraseCystathionine beta-lyase PatBaspartate aminotransferaseAminotransferase class I and II,0
lytA_5~~~lytA_3~~~lytA_4~~~lytA_1~~~lytA_6~~~lytA_2~~~lytA_7~~~lytA_8,autolysinAutolysinBeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,1
group_4474,Preprotein translocase subunit SecB,1
phtD~~~~~~phtD_1~~~phtD_2~~~phpA~~~phpA_2,Pneumococcal histidine triad proteinstreptococcal histidine triad proteinStreptococcal histidine triad protein,0
murA1~~~murAA~~~phtD~~~~~~phtD_2~~~phpA~~~phpA_1~~~phtD_1,streptococcal histidine triad protein PhpAstreptococcal histidine triad proteinStreptococcal histidine triad protein,1
group_2205,alpha-L-fucosidase,1
tagE_1~~~~~~glgA_2,capsular polysaccharide biosynthesis protein Cps4HProbable poly(glycerol-phosphate) alpha-glucosyltransferaseUDP-D-galactose:(glucosyl)lipopolysaccharide-16-D-galactosyltransferaseGlycogen synthasesugar transferase PEP-CTERM/EpsH1 system associatedGlycosyl transferases group 1,0
group_1236,transposase ISSmi4Transposase and inactivated derivativesTransposase IS66 family,1
rny_1~~~rny_2~~~rny,putative HD superfamily hydrolaseRibonuclease Yhypothetical proteinPredicted HD superfamily hydrolaseconserved hypothetical protein YmdA/YtgF,1
relE,plasmid stabilisation system proteinmRNA interferase RelEaddiction module toxin RelE/StbE familyPlasmid stabilisation system protein,1
group_4470,50S ribosomal protein L3250S ribosomal protein L3250S ribosomal protein L32ribosomal protein L32Ribosomal L32p protein family,1
group_1773,lipoprotein,1
group_3219,Integrase catalytic core phageTyrosine recombinase XerCsite-specific tyrosine recombinase XerCSite-specific recombinase XerDtyrosine recombinase XerCPhage integrase family,0
ydhF_2~~~ydhF~~~ydhF_1,aldo/keto reductase family oxidoreductaseOxidoreductase YdhFPredicted oxidoreductasevoltage-dependent potassium channel beta subunitAldo/keto reductase family,0
ltrA,group II intron reverse transcriptase/maturaseGroup II intron-encoded protein ltrARetron-type reverse transcriptaseReverse transcriptase (RNA-dependent DNA polymerase),0
carB,carbamoyl-phosphate synthase large subunitCarbamoyl-phosphate synthase large chaincarbamoyl phosphate synthase large subunitcarbamoyl-phosphate synthase large subunitMGS-like domain,0
group_4835,TrmH family RNA methyltransferase group 323S rRNA (guanosine-2'-O-)-methyltransferaseRNA methyltransferase TrmH family group 3RNA 2'-O ribose methyltransferase substrate binding,1
group_4934,Nramp family metal ion transportermanganese transport protein MntHMn2+ and Fe2+ transporters of the NRAMP familymetal ion transporter metal ion (Mn2+/Fe2+) transporter (Nramp) familyNatural resistance-associated macrophage protein,1
lytA_2~~~lytB_1~~~lytA_3~~~lytA_5~~~lytA_6~~~lytB_3~~~lytA_8~~~lytB_4~~~lytB_5,choline binding protein E CbpEPutative endo-beta-N-acetylglucosaminidase precursorBeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,0
ykuL,CBS domain-containing proteinCBS domain-containing protein ykuLinosine 5'-monophosphate dehydrogenasePredicted transcriptional regulator containing CBS domainsCBS domain,1
group_899,GNAT family acetyltransferase,0
group_2579,caax amino protease family proteinTransposase and inactivated derivativesCAAX amino terminal protease self- immunity,1
fucA,L-fuculose phosphate aldolaseL-fuculose phosphate aldolaseL-fuculose phosphate aldolaseRibulose-5-phosphate 4-epimerase and related epimerases and aldolasesL-fuculose phosphate aldolaseClass II Aldolase and Adducin N-terminal domain,0
yigZ~~~~~~yigZ_1,Xaa-Pro dipeptidasehypothetical proteinuncharacterized protein YigZ familyUncharacterized protein family UPF0029,1
msbA_1~~~msbA_3~~~~~~yheH_2,ABC transporter ATP-binding protein/permease,1
group_3570,ICESt1 ORFM,0
group_440,major tail protein,0
group_2893,hypothetical protein,1
group_3259,hypothetical protein,0
group_323,helicase,1
sarA_1~~~sarA_2~~~~~~amiA_2,oligopeptide-binding protein AliB76 kDa cell surface lipoproteinABC-type oligopeptide transport system periplasmic component,0
rplK,50S ribosomal protein L1150S ribosomal protein L1150S ribosomal protein L11ribosomal protein L11Ribosomal protein L11 RNA binding domain,1
bltD_2,GNAT family acetyltransferaseSpermine/spermidine acetyltransferaseribosomal-protein-alanine acetyltransferaseAcetyltransferase (GNAT) family,0
manB_2~~~manB_1~~~pgm,phosphoglucomutasePhosphoglucomutasephosphoglucomutaseDeoxyribose-phosphate aldolasephosphoglucosamine mutasePhosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I,0
desK~~~desK_1,histidine kinaseSensor histidine kinase desKsensory histidine kinase UhpBSignal transduction histidine kinaseHistidine kinase- DNA gyrase B- and HSP90-like ATPase,1
group_3984,chloramphenicol O-acetyltransferaseChloramphenicol acetyltransferasechloramphenicol acetyltransferaseChloramphenicol acetyltransferase,0
yjjP_2~~~yjjP~~~~~~IS1381truncation~~~yjjP_1~~~hlyB~~~hlyB_3~~~lagD_1~~~lagD_3~~~hlyB_1~~~hlyB_2~~~lagD_4~~~lagD_2,mobile genetic elementTransposase and inactivated derivativesTransposase DDE domain,1
nag3_2~~~nag3_1,beta-N-acetylglucosaminidase/beta-glucosidase (3-beta-N-acetyl-D-glucosaminidase/beta-D- glucosidase)(Nag3)Beta-N-acetylglucosaminidase/beta-glucosidasebeta-hexosaminidaseGlycosyl hydrolase family 3 N terminal domain,0
group_4665,hypothetical protein,1
group_3333,hypothetical protein,0
group_2931,lipoprotein putative,1
dnaI,primosome component (helicase loader) primosomal protein DnaIPrimosomal protein DnaIprimosomal protein DnaIDNA replication proteinchromosomal replication initiator protein DnaAPrimosomal protein DnaI N-terminus,1
group_489,phage infection proteinX-X-X-Leu-X-X-Gly heptad repeats,0
atpC,proton-translocating ATPase F1 sector epsilon-subunitF-ATPase epsilon subunitF0F1 ATP synthase subunit epsilonF0F1-type ATP synthase epsilon subunit (mitochondrial delta subunit)ATP synthase F1 epsilon subunitATP synthase Delta/Epsilon chain beta-sandwich domain,0
ydiC~~~ydiC_2~~~ydiC_1,molecular chaperonehypothetical proteinUGMP family proteinuniversal bacterial protein YeaZGlycoprotease family,1
group_1792,PcfD,1
malK_1~~~fbpC_2~~~~~~fbpC~~~fbpC_1,ATP-binding component of ABC transporterPutative ABC transporter ATP-binding protein MG187 homologputrescine/spermidine ABC transporter ATPase proteinABC-type spermidine/putrescine transport systems ATPase componentsputative 2-aminoethylphosphonate ABC transporter ATP-binding proteinABC transporter,1
guaA_2,glutamine amidotransferase class-IPeptidase C26,1
ABCNDB_1~~~ABCNDB_2~~~ABCNDB,ABC transporter ATP-binding proteinLipoprotein-releasing system ATP-binding protein LolDlipoprotein transporter ATP-binding subunitPredicted ABC-type transport system involved in lysophospholipase L1 biosynthesis ATPase componentputative bacteriocin export ABC transporter lactococcin 972 groupABC transporter,1
group_1383,GNAT family acetyltransferase,1
group_2688,IS1239 transposaseTransposase and inactivated derivatives IS30 family,1
spxA_4~~~spxA_5~~~spxA_3~~~spxA_1,Tn5253 hypothetical protein,1
group_3366,DegV family proteinDegV domain-containing protein SPy_1493/M5005_Spy1226EDD domain protein DegV family,0
group_3033,50S ribosomal protein L1550S ribosomal protein L1550S ribosomal protein L15ribosomal protein L15Ribosomal protein L18e/L15,1
yesN,DNA-binding response regulator,1
pezA_2~~~~~~pezA_3~~~pezA_1~~~pezA_6~~~dinB~~~hlyB_1~~~hlyB~~~hlyB_2~~~apxIB~~~hlyB_3~~~lagD_1~~~hlyB_4~~~yheH_2~~~nanE2_1~~~nanE~~~lagD_2~~~pezT_2~~~pezT_1~~~pezT_3~~~pezT_4~~~pezT_6~~~pezT,transcriptional regulatorAntitoxin PezAhypothetical proteinPredicted transcriptional regulatorputative zinc finger/helix-turn-helix protein YgiT familyHelix-turn-helix,1
drrA_3~~~metN2_1~~~drrA~~~ecsA_4~~~~~~metN2,ABC transporter ATP-binding proteinABC-type transporter ATP-binding protein EcsAcobalt transporter ATP-binding subunitABC-type uncharacterized transport system ATPase componentdaunorubicin resistance ABC transporter ATP-binding protein,1
chbC~~~~~~gmuC_1~~~glnA_1~~~coaBC_1~~~hsdS~~~hsdS_2~~~hsdS_1~~~hsdS_3~~~hsdS_4,type I restriction-modification system M proteinEcoKI restriction-modification system protein HsdSType I restriction modification DNA specificity domain,1
group_3317,degenerate transposase,0
aqpZ2_2~~~pfbA_1~~~fhs1,alpha/beta fold family hydrolaseacetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferaseAlpha/beta hydrolase family,1
tenA_2,transcriptional activator TenA TENA/THI-4 family protein,0
rpsA_1,IS3-Spn1 transposase,1
group_2498,DNA segregation ATPase FtsK/SpoIIIE related protein,0
zmpB_3~~~zmpB~~~zmpB_2~~~zmpB_1,zinc metalloproteinase ZmpBImmunoglobulin A1 protease precursorM26 IgA1-specific Metallo-endopeptidase C-terminal region,0
group_1791,L-ribulose 5-phosphate 4-epimeraseL-ribulose-5-phosphate 4-epimeraseL-ribulose-5-phosphate 4-epimeraseRibulose-5-phosphate 4-epimerase and related epimerases and aldolasesL-ribulose-5-phosphate 4-epimeraseClass II Aldolase and Adducin N-terminal domain,1
group_199,hypothetical protein,1
group_4705,elongation factor GElongation factor Gelongation factor Gtranslation elongation factor GElongation factor G domain IV,1
purA_1~~~purA,adenylosuccinate synthetaseAdenylosuccinate synthetaseadenylosuccinate synthetaseadenylosuccinate synthaseAdenylosuccinate synthetase,1
group_4077,hypothetical protein,0
hsdS_2~~~hsdS_3~~~hsdS_1~~~hsdS,HsdS specificity protein of type I restriction-modification systemEcoKI restriction-modification system protein HsdSType I restriction modification DNA specificity domain,1
deaD~~~cshA_2~~~cshA_1~~~~~~cshA_3,ATP-dependent RNA helicaseDEAD-box ATP-dependent RNA helicase CshAATP-dependent RNA helicase DbpACarbonic anhydraseDEXH box helicase DNA ligase-associatedDEAD/DEAH box helicase,1
cysS_1~~~cysS_2~~~cysS,cysteinyl-tRNA synthetaseCysteine--tRNA ligasecysteinyl-tRNA synthetaseCysteinyl-tRNA synthetasecysteine--tRNA ligasetRNA synthetases class I (C) catalytic domain,1
strH_2~~~strH_1~~~~~~nanA_4~~~nanA_2~~~nanA_1~~~nanA_3~~~ebh_2~~~strH,endo-beta-N-acetylglucosaminidaseBeta-N-acetylhexosaminidase precursorEndo-beta-N-acetylglucosaminidase DLPXTG cell wall anchor domainG5 domain,0
ydiC_2~~~ydiC~~~ydiC_1,molecular chaperone,1
comA_1,response regulatorCompetence protein Atranscriptional regulator FimZATP-dependent transcriptional regulatortranscriptional regulator EpsAResponse regulator receiver domain,0
nanA_1~~~nanA_3~~~nanA_2~~~nanA_4,sialidase A (neuraminidase A)Sialidase A precursorNeuraminidase (sialidase)Sialidase N-terminal domain,0
IS861truncation,IS861 transposase (orf1) IS3 family truncated,1
group_1422,alpha/beta hydrolase related protein,1
clpE_1~~~clpE~~~clpE_2,ATP-dependent Clp protease ATP-binding subunitATP-dependent Clp protease ATP-binding subunit ClpEprotein disaggregation chaperoneATP-dependent chaperone protein ClpBC-terminal D2-small domain of ClpB protein,0
group_3656,Integrasesite-specific tyrosine recombinase XerDSite-specific recombinase XerDtyrosine recombinase XerDPhage integrase family,0
group_218,teicoplanin resistance proteinPredicted integral membrane proteinVanZ like family,1
group_1470,glyoxylate reductase NADH-dependentPutative 2-hydroxyacid dehydrogenase SAV2305D-3-phosphoglycerate dehydrogenasePhosphoserine aminotransferasephosphoglycerate dehydrogenaseD-isomer specific 2-hydroxyacid dehydrogenase NAD binding domain,0
group_4838,acetyltransferaseribosomal-protein-alanine N-acetyltransferaseribosomal-protein-alanine acetyltransferaseAcetyltransferase (GNAT) family,1
group_4641,Plasmid recombination enzyme,1
group_64,Uncharacterized protein encoded in hypervariable junctions of pilus gene clustersHicB family,0
group_2140,phage proteinProtein of unknown function (DUF1642),1
pdhD~~~lpd,oxidoreductase pyridine nucleotide-disulfide class I Mercury (II) reductaseDihydrolipoyl dehydrogenasepyridine nucleotide-disulfide oxidoreductasedihydrolipoyl dehydrogenasePyridine nucleotide-disulphide oxidoreductase,1
rl1_1~~~rl1,50S ribosomal protein L150S ribosomal protein L150S ribosomal protein L1ribosomal protein L1Ribosomal protein L1p/L10e family,1
group_231,hypothetical protein,0
galU,UTP-glucose-1-phosphate uridylyltransferaseUTP--glucose-1-phosphate uridylyltransferaseUTP--glucose-1-phosphate uridylyltransferase subunit GalUCTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epitopesUTP-glucose-1-phosphate uridylyltransferaseNucleotidyl transferase,0
group_1587,bacteriophage nuclease,0
aroF~~~aroF_1~~~aroF_2~~~aroG_1,phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase)-possibly tyr-sensitivePhospho-2-dehydro-3-deoxyheptonate aldolase Tyr-sensitivephospho-2-dehydro-3-deoxyheptonate aldolase3-deoxy-7-phosphoheptulonate synthaseDAHP synthetase I family,1
int2_2~~~int2,ICEBs1 integraseIntegrasesite-specific tyrosine recombinase XerDSite-specific recombinase XerCtyrosine recombinase XerDPhage integrase family,0
drrA~~~fbpC2_2~~~drrA_2,multidrug ABC transporter ATPaseFe(3+) ions import ATP-binding protein FbpC 2nodulation ABC transporter NodIABC-type Na+ transport system ATPase componentdaunorubicin resistance ABC transporter ATP-binding protein,1
clpL~~~clpC_1~~~clpC_2~~~~~~clpC_3,Group II intron maturaseProbable ATP-dependent Clp protease ATP-binding subunittype VI secretion ATPase ClpV1 family,1
group_1156,sodium-dependent transporterNa+-dependent transporters of the SNF family,0
bglA~~~bglH_1~~~bglH~~~arb~~~bglH_2~~~bglA_1,glycosyl hydrolaseAryl-phospho-beta-D-glucosidase BglA6-phospho-beta-glucosidasebeta-galactosidaseGlycosyl hydrolase family 1,1
rsmE,16S ribosomal RNA methyltransferase RsmERibosomal RNA small subunit methyltransferase E16S ribosomal RNA methyltransferase RsmERNA methyltransferase RsmE familyRNA methyltransferase,0
group_2400,sortasesortase SrtB familySortase family,0
group_964,DHH family proteinputative bifunctional signaling protein/50S ribosomal protein L9Predicted signaling protein consisting of a modified GGDEF domain and a DHH domainDHH family,0
group_789,phosphoribosylaminoimidazole carboxylase ATPase subunitN5-carboxyaminoimidazole ribonucleotide synthasephosphoribosylaminoimidazole carboxylase ATPase subunitPhosphoribosylaminoimidazole carboxylase (NCAIR synthetase)phosphoribosylaminoimidazole carboxylase ATPase subunitATP-grasp domain,1
group_2477,hypothetical protein,0
malK_2~~~malK~~~~~~fbpC_1~~~malK_1,ABC transporter ATP-binding protein,1
lytB_2~~~~~~cbpA~~~lytA_8~~~pspA~~~lytA_1~~~lytB_1~~~lytA_3~~~lytA_5~~~lytA_2~~~lytA_4~~~lytA_6~~~lytB_3~~~pspC2~~~lytB_4~~~bag~~~cbpA_1~~~lytB_5~~~pspC~~~cbpA_2~~~pspA_1~~~toxA~~~cbp2_2~~~toxB~~~pspC_1~~~pspA_2~~~lytB_6~~~bag_1~~~lytA_7,choline binding protein AAutolysinBeta- N-acetylglucosaminidaseglucan-binding repeatPutative cell wall binding repeat,1
desK~~~queF_1~~~desK_1~~~~~~desK_2,histidine kinaseNADPH-dependent 7-cyano-7-deazaguanine reductase7-cyano-7-deazaguanine reductaseSignal transduction histidine kinase7-cyano-7-deazaguanine reductaseGTP cyclohydrolase I,1
group_636,putative transcriptional regulator MtlR,1
wcaJ~~~wcaJ_1,glycosyl transferase family proteinPutative colanic biosynthesis UDP-glucose lipid carrier transferaseputative UDP-glucose lipid carrier transferaseexopolysaccharide biosynthesis polyprenyl glycosylphosphotransferaseBacterial sugar transferase,0
group_2535,phage protein,1
rpsA_1~~~rpsA,30S ribosomal protein S130S ribosomal protein S130S ribosomal protein S1ribosomal protein S1,1
group_1004,amino acid ABC transporter permeaseUncharacterized protein conserved in bacteriabacteriocin-associated integral membrane protein,1
group_656,phage DNA-binding proteinHelix-turn-helix domain,0
group_1989,membrane proteinProtein of unknown function (DUF3272),0
ykoC,cobalt transport protein,1
comA_2~~~comA_1~~~~~~lafA~~~comA_3~~~lafA_1~~~comA,BlpMBacteriocin lactacin-F subunit LafA precursorBacteriocin class II with double-glycine leader peptide,1
ald1~~~ald_1,alanine dehydrogenaseAlanine dehydrogenase 2NAD(P) transhydrogenase subunit alphaNAD/NADP transhydrogenase alpha subunitalanine dehydrogenaseAlanine dehydrogenase/PNT C-terminal domain,0
group_2228,preprotein translocase SecY subunithypothetical proteinpreprotein translocase subunit SecYPreprotein translocase subunit SecYpreprotein translocase SecY subunitSecY translocase,1
bag_2~~~bag,IgA-binding beta antigenBeta antigengram-positive signal peptide YSIRK familyYSIRK type signal peptide,0
group_1521,hypothetical protein,0
group_1687,lantibiotic synthetaseserine/threonine protein kinaseKae1-associated kinase Bud32Protein kinase domain,1
group_785,hypothetical protein,0
mlc_1~~~nagK,ROK family proteinMaking large colonies proteinD-allose kinaseROK family protein (putative glucokinase)ROK family,0
pepX,transposase-like protein ISSpn_AP200_1,1
yhbU_3~~~yhbU_1~~~fokIM_1~~~yhbU~~~yhbU_2,U32 family peptidaseUncharacterized protease yhbU precursorputative proteaseCollagenase and related proteases3-isopropylmalate dehydrogenasePeptidase family U32,1
adhE_1~~~adhB,alcohol dehydrogenaseAlcohol dehydrogenase 2putative alcohol dehydrogenaseGlycerol dehydrogenase and related enzymeslactaldehyde reductaseIron-containing alcohol dehydrogenase,1
group_2378,prophage Sa05 site-specific recombinase phage integraseIntegrasesite-specific tyrosine recombinase XerCSite-specific recombinase XerDtyrosine recombinase XerDPhage integrase family,1
group_3500,hypothetical protein,0
group_2161,DNA-binding proteinphage-associated protein BcepMu gp16 family,1
group_5068,transcriptional regulatorAntitoxin PezAhypothetical proteinPredicted transcriptional regulatorputative zinc finger/helix-turn-helix protein YgiT familyHelix-turn-helix domain,0
wze~~~epsD~~~cpsD,capsular polysaccharide biosynthesis protein Cps14DTyrosine-protein kinase CpsDtyrosine kinaseCapsular polysaccharide biosynthesis proteincapsular exopolysaccharide familyCobQ/CobB/MinD/ParA nucleotide binding domain,0
transposase_D_1~~~transposase_D~~~bca,endonucleaseRib/alpha/Esp surface antigen repeatRib/alpha-like repeat,1
ebh_2~~~ebh_1~~~ebh~~~ebh_4~~~ebh_3~~~ebhA,surface anchored proteinECM-binding protein homolog,0
group_2489,hypothetical protein,0
lagD_3~~~~~~tcyN,ABC transporter ATP-binding protein/permeaselipid transporter ATP-binding/permease proteinABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainlipid A export permease/ATP-binding protein MsbAABC transporter transmembrane region,0
ebh_2~~~~~~adh_2~~~adhA_1~~~IS861truncation_2~~~IS861truncation~~~IS861truncation_1~~~IS861truncation_3,transposase subfamily protein,1
phoP_1~~~~~~phoP_2~~~phoP,response regulatorAlkaline phosphatase synthesis transcriptional regulatory protein phoPosmolarity response regulatorResponse regulator of citrate/malate metabolismphosphate regulon transcriptional regulatory protein PhoBResponse regulator receiver domain,1
group_84,YwnBPutative NADH-flavin reductaseNmrA-like family,0
group_2089,universal stress proteinPutative universal stress protein SAV1710Universal stress protein family,1
group_1261,hypothetical protein,1
ntpI,V-type H+-ATPase subunit IV-type ATP synthase subunit IV-type ATPase 116kDa subunit family,0
pezA_2~~~~~~pezA_3~~~pezA_1~~~pezA_6~~~dinB~~~hlyB_1~~~hlyB~~~hlyB_2~~~apxIB~~~hlyB_3~~~lagD_1~~~hlyB_4~~~yheH_2~~~nanE2_1~~~nanE~~~lagD_2~~~pezT_2~~~pezT_1~~~pezT_3~~~pezT_4~~~pezT_6~~~pezT,SOS responce UmuC proteinUDP-N-acetylglucosamine kinaseDNA polymerase IVNucleotidyltransferase/DNA polymerase involved in DNA repairZeta toxin,1
group_423,Helix-turn-helix domain,1
wchX~~~cpsL,glycerol phosphotransferase WchXCDP-glycerol:poly(glycerophosphate) glycerophosphotransferaseCDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase,0
apt_3,adenine phosphoribosyltransferaseAdenine phosphoribosyltransferaseadenine phosphoribosyltransferaseadenine phosphoribosyltransferase,0
phtA~~~phtA_2~~~phtA_1~~~~~~phtD_2~~~phtD~~~phtD_1~~~phpA,streptococcal histidine triad protein PhpAstreptococcal histidine triad proteinStreptococcal histidine triad protein,0
kcsA,ion transporter,0
group_2055,hypothetical protein,0
pepF1_1~~~pepF1_3~~~pepF1_2,oligoendopeptidase FOligoendopeptidase F plasmidoligoendopeptidase FPeptidase family M3,1
parC_2~~~parC,topoisomerase IV subunit A ParCDNA topoisomerase 4 subunit ADNA topoisomerase IV subunit AType IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunitDNA topoisomerase IV A subunitDNA gyrase C-terminal domain beta-propeller,1
group_4113,peptidyl-prolyl isomeraseFoldase protein prsA precursorfoldase protein PrsA,0
rplJ_1~~~transposase_C~~~transposase_C_2~~~transposase_C_1,transposase-like protein ISSpn2,1
group_1383,GNAT family acetyltransferaseAcetyltransferase (GNAT) family,1
group_2453,competence-specific global transcription modulatorRNA polymerase sigma factor sigma-70 family,1
group_2734,type I restriction enzyme related proteinUncharacterized conserved proteinType I restriction enzyme R protein N terminus (HSDR_N),1
group_2376,PTS system transporter subunit IIAPTS system galactitol-specific transporter subunit IIAPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
sarA_1,IS66-Spn1 transposaseTransposase and inactivated derivativesTransposase IS66 family,1
group_4690,phage major capsid protein,0
group_352,ATPases with chaperone activity ATP-binding subunit,1
group_674,hypothetical protein,1
